,date,temp_dy
1,11/25/2025,44.49131406
2,11/26/2025,44.89037842
3,11/27/2025,43.9563986
4,11/28/2025,41.80026611
5,11/29/2025,41.05714486
6,11/30/2025,40.83869839
7,12/1/2025,40.28383053
8,12/2/2025,39.98686713
9,12/3/2025,40.22993697
10,12/4/2025,37.77427171
11,12/5/2025,37.9239986
12,12/6/2025,38.28695591
13,12/7/2025,36.65671338
14,12/8/2025,36.02626573
15,12/9/2025,35.92220089
16,12/10/2025,38.1
17,12/11/2025,36.1
18,12/12/2025,35.8
